,Methods,Protein length,tmscore
39749,SCUBA-D,70,0.58425
39750,SCUBA-D,70,0.48254
39751,SCUBA-D,70,0.76285
39752,SCUBA-D,70,0.56151
39753,SCUBA-D,70,0.61982
39754,SCUBA-D,70,0.54481
39755,SCUBA-D,70,0.45185
39756,SCUBA-D,70,0.68914
39757,SCUBA-D,70,0.49337
39758,SCUBA-D,70,0.43989
39759,SCUBA-D,70,0.47846
39760,SCUBA-D,70,0.64739
39761,SCUBA-D,70,0.2875
39762,SCUBA-D,70,0.34288
39763,SCUBA-D,70,0.65811
39764,SCUBA-D,70,0.70757
39765,SCUBA-D,70,0.56808
39766,SCUBA-D,70,0.3022
39767,SCUBA-D,70,0.63359
39768,SCUBA-D,70,0.73598
39769,SCUBA-D,70,0.69708
39770,SCUBA-D,70,0.35572
39771,SCUBA-D,70,0.32134
39772,SCUBA-D,70,0.65557
39773,SCUBA-D,70,0.63969
39774,SCUBA-D,70,0.30805
39775,SCUBA-D,70,0.43845
39776,SCUBA-D,70,0.58912
39777,SCUBA-D,70,0.58518
39778,SCUBA-D,70,0.34007
39779,SCUBA-D,70,0.57716
39780,SCUBA-D,70,0.32485
39781,SCUBA-D,70,0.63976
39782,SCUBA-D,70,0.50053
39783,SCUBA-D,70,0.49125
39784,SCUBA-D,70,0.44146
39785,SCUBA-D,70,0.46255
39786,SCUBA-D,70,0.236
39787,SCUBA-D,70,0.51475
39788,SCUBA-D,70,0.49746
39789,SCUBA-D,70,0.29172
39790,SCUBA-D,70,0.55368
39791,SCUBA-D,70,0.53913
39792,SCUBA-D,70,0.53457
39793,SCUBA-D,70,0.46051
39794,SCUBA-D,70,0.59981
39795,SCUBA-D,70,0.56117
39796,SCUBA-D,70,0.27993
39797,SCUBA-D,70,0.31887
39798,SCUBA-D,70,0.29322
39799,SCUBA-D,70,0.38922
39800,SCUBA-D,70,0.4609
39801,SCUBA-D,70,0.52764
39802,SCUBA-D,70,0.3575
39803,SCUBA-D,70,0.35019
39804,SCUBA-D,70,0.35936
39805,SCUBA-D,70,0.42933
39806,SCUBA-D,70,0.45962
39807,SCUBA-D,70,0.42344
39808,SCUBA-D,70,0.40955
39809,SCUBA-D,70,0.41421
39810,SCUBA-D,70,0.5137
39811,SCUBA-D,70,0.36943
39812,SCUBA-D,70,0.41143
39813,SCUBA-D,70,0.48621
39814,SCUBA-D,70,0.37342
39815,SCUBA-D,70,0.37046
39816,SCUBA-D,70,0.45148
39817,SCUBA-D,70,0.43299
39818,SCUBA-D,70,0.46277
39819,SCUBA-D,70,0.36896
39820,SCUBA-D,70,0.47077
39821,SCUBA-D,70,0.40752
39822,SCUBA-D,70,0.37919
39823,SCUBA-D,70,0.40638
39824,SCUBA-D,70,0.42098
39825,SCUBA-D,70,0.40493
39826,SCUBA-D,70,0.45463
39827,SCUBA-D,70,0.40777
39828,SCUBA-D,70,0.35579
39829,SCUBA-D,70,0.48512
39830,SCUBA-D,70,0.57264
39831,SCUBA-D,70,0.34733
39832,SCUBA-D,70,0.46832
39833,SCUBA-D,70,0.31911
39834,SCUBA-D,70,0.45761
39835,SCUBA-D,70,0.38139
39836,SCUBA-D,70,0.29735
39837,SCUBA-D,70,0.51567
39838,SCUBA-D,70,0.43519
39839,SCUBA-D,70,0.38212
39840,SCUBA-D,70,0.41736
39841,SCUBA-D,70,0.44834
39842,SCUBA-D,70,0.24899
39843,SCUBA-D,70,0.45338
39844,SCUBA-D,70,0.42992
39845,SCUBA-D,70,0.37425
39846,SCUBA-D,70,0.44925
39847,SCUBA-D,70,0.49951
39848,SCUBA-D,70,0.43046
39849,SCUBA-D,70,0.44668
39850,SCUBA-D,70,0.46553
39851,SCUBA-D,70,0.40762
39852,SCUBA-D,70,0.42463
39853,SCUBA-D,70,0.43929
39854,SCUBA-D,70,0.41211
39855,SCUBA-D,70,0.38801
39856,SCUBA-D,70,0.45379
39857,SCUBA-D,70,0.39661
39858,SCUBA-D,70,0.335
39859,SCUBA-D,70,0.34198
39860,SCUBA-D,70,0.43087
39861,SCUBA-D,70,0.41968
39862,SCUBA-D,70,0.37507
39863,SCUBA-D,70,0.30973
39864,SCUBA-D,70,0.41184
39865,SCUBA-D,70,0.40989
39866,SCUBA-D,70,0.36151
39867,SCUBA-D,70,0.33975
39868,SCUBA-D,70,0.46503
39869,SCUBA-D,70,0.40058
39870,SCUBA-D,70,0.43413
39871,SCUBA-D,70,0.36943
39872,SCUBA-D,70,0.4421
39873,SCUBA-D,70,0.43234
39874,SCUBA-D,70,0.46426
39875,SCUBA-D,70,0.3077
39876,SCUBA-D,70,0.43222
39877,SCUBA-D,70,0.37195
39878,SCUBA-D,70,0.42342
39879,SCUBA-D,70,0.49478
39880,SCUBA-D,70,0.44325
39881,SCUBA-D,70,0.41978
39882,SCUBA-D,70,0.46141
39883,SCUBA-D,70,0.35501
39884,SCUBA-D,70,0.51078
39885,SCUBA-D,70,0.3602
39886,SCUBA-D,70,0.34249
39887,SCUBA-D,70,0.33929
39888,SCUBA-D,70,0.45625
39889,SCUBA-D,70,0.45531
39890,SCUBA-D,70,0.40612
39891,SCUBA-D,70,0.45565
39892,SCUBA-D,70,0.45903
39893,SCUBA-D,70,0.33155
39894,SCUBA-D,70,0.31731
39895,SCUBA-D,70,0.33013
39896,SCUBA-D,70,0.36043
39897,SCUBA-D,70,0.31721
39898,SCUBA-D,70,0.34347
39899,SCUBA-D,70,0.31881
39900,SCUBA-D,70,0.33644
39901,SCUBA-D,70,0.38428
39902,SCUBA-D,70,0.31039
39903,SCUBA-D,70,0.38392
39904,SCUBA-D,70,0.44808
39905,SCUBA-D,70,0.36564
39906,SCUBA-D,70,0.35096
39907,SCUBA-D,70,0.44951
39908,SCUBA-D,70,0.33092
39909,SCUBA-D,70,0.33354
39910,SCUBA-D,70,0.26812
39911,SCUBA-D,70,0.37097
39912,SCUBA-D,70,0.31208
39913,SCUBA-D,70,0.37433
39914,SCUBA-D,70,0.36139
39915,SCUBA-D,70,0.24633
39916,SCUBA-D,70,0.35089
39917,SCUBA-D,70,0.37479
39918,SCUBA-D,70,0.38112
39919,SCUBA-D,70,0.38444
39920,SCUBA-D,70,0.36233
39921,SCUBA-D,70,0.42742
39922,SCUBA-D,70,0.3628
39923,SCUBA-D,70,0.27711
39924,SCUBA-D,70,0.31935
39925,SCUBA-D,70,0.36603
39926,SCUBA-D,70,0.32043
39927,SCUBA-D,70,0.3956
39928,SCUBA-D,70,0.36623
39929,SCUBA-D,70,0.25139
39930,SCUBA-D,70,0.38409
39931,SCUBA-D,70,0.28858
39932,SCUBA-D,70,0.27819
39933,SCUBA-D,70,0.31309
39934,SCUBA-D,70,0.37677
39935,SCUBA-D,70,0.29245
39936,SCUBA-D,70,0.29707
39937,SCUBA-D,70,0.38997
39938,SCUBA-D,70,0.28284
39939,SCUBA-D,70,0.34227
39940,SCUBA-D,70,0.33062
39941,SCUBA-D,70,0.39867
39942,SCUBA-D,70,0.37577
39943,SCUBA-D,70,0.31622
39944,SCUBA-D,70,0.37056
39945,SCUBA-D,70,0.39742
39946,SCUBA-D,70,0.34707
39947,SCUBA-D,70,0.49084
39948,SCUBA-D,70,0.4447
39949,SCUBA-D,70,0.41913
39950,SCUBA-D,70,0.3657
39951,SCUBA-D,70,0.36698
39952,SCUBA-D,70,0.29738
39953,SCUBA-D,70,0.36034
39954,SCUBA-D,70,0.30581
39955,SCUBA-D,70,0.29741
39956,SCUBA-D,70,0.33616
39957,SCUBA-D,70,0.34291
39958,SCUBA-D,70,0.41244
39959,SCUBA-D,70,0.26579
39960,SCUBA-D,70,0.44176
39961,SCUBA-D,70,0.33877
39962,SCUBA-D,70,0.32874
39963,SCUBA-D,70,0.26612
39964,SCUBA-D,70,0.32237
39965,SCUBA-D,70,0.32456
39966,SCUBA-D,70,0.38241
39967,SCUBA-D,70,0.29675
39968,SCUBA-D,70,0.37361
39969,SCUBA-D,70,0.37025
39970,SCUBA-D,70,0.39071
39971,SCUBA-D,70,0.32502
39972,SCUBA-D,70,0.41949
39973,SCUBA-D,70,0.25164
39974,SCUBA-D,70,0.37795
39975,SCUBA-D,70,0.3251
39976,SCUBA-D,70,0.40516
39977,SCUBA-D,70,0.30983
39978,SCUBA-D,70,0.35084
39979,SCUBA-D,70,0.2704
39980,SCUBA-D,70,0.32395
39981,SCUBA-D,70,0.30922
39982,SCUBA-D,70,0.3006
39983,SCUBA-D,70,0.41309
39984,SCUBA-D,70,0.36908
39985,SCUBA-D,70,0.30327
39986,SCUBA-D,70,0.38553
39987,SCUBA-D,70,0.39109
39988,SCUBA-D,70,0.35405
39989,SCUBA-D,70,0.26236
39990,SCUBA-D,70,0.33509
39991,SCUBA-D,70,0.34021
39992,SCUBA-D,70,0.36735
39993,SCUBA-D,70,0.33575
39994,SCUBA-D,70,0.44319
39995,SCUBA-D,70,0.38457
39996,SCUBA-D,70,0.33009
39997,SCUBA-D,70,0.30986
39998,SCUBA-D,70,0.31688
39999,SCUBA-D,70,0.33098
40000,SCUBA-D,70,0.31403
40001,SCUBA-D,70,0.32744
40002,SCUBA-D,70,0.28611
40003,SCUBA-D,70,0.30599
40004,SCUBA-D,70,0.3013
40005,SCUBA-D,70,0.32072
40006,SCUBA-D,70,0.32288
40007,SCUBA-D,70,0.30162
40008,SCUBA-D,70,0.31886
40009,SCUBA-D,70,0.35614
40010,SCUBA-D,70,0.30261
40011,SCUBA-D,70,0.34435
40012,SCUBA-D,70,0.34794
40013,SCUBA-D,70,0.31299
40014,SCUBA-D,70,0.34576
40015,SCUBA-D,70,0.34282
40016,SCUBA-D,70,0.31899
40017,SCUBA-D,70,0.31335
40018,SCUBA-D,70,0.34964
40019,SCUBA-D,70,0.44292
40020,SCUBA-D,70,0.3307
40021,SCUBA-D,70,0.33595
40022,SCUBA-D,70,0.331
40023,SCUBA-D,70,0.31208
40024,SCUBA-D,70,0.35659
40025,SCUBA-D,70,0.34245
40026,SCUBA-D,70,0.26724
40027,SCUBA-D,70,0.32357
40028,SCUBA-D,70,0.31427
40029,SCUBA-D,70,0.3482
40030,SCUBA-D,70,0.2444
40031,SCUBA-D,70,0.36183
40032,SCUBA-D,70,0.35077
40033,SCUBA-D,70,0.25375
40034,SCUBA-D,70,0.35494
40035,SCUBA-D,70,0.37301
40036,SCUBA-D,70,0.31919
40037,SCUBA-D,70,0.35766
40038,SCUBA-D,70,0.2345
40039,SCUBA-D,70,0.31108
40040,SCUBA-D,70,0.33074
40041,SCUBA-D,70,0.32248
40042,SCUBA-D,70,0.30494
40043,SCUBA-D,70,0.36233
40044,SCUBA-D,70,0.33051
40045,SCUBA-D,70,0.32171
40046,SCUBA-D,70,0.31451
40047,SCUBA-D,70,0.30706
40048,SCUBA-D,70,0.31428
40049,SCUBA-D,70,0.27947
40050,SCUBA-D,70,0.38227
40051,SCUBA-D,70,0.32509
40052,SCUBA-D,70,0.34941
40053,SCUBA-D,70,0.34388
40054,SCUBA-D,70,0.35459
40055,SCUBA-D,70,0.31415
40056,SCUBA-D,70,0.31663
40057,SCUBA-D,70,0.36472
40058,SCUBA-D,70,0.24728
40059,SCUBA-D,70,0.38864
40060,SCUBA-D,70,0.31968
40061,SCUBA-D,70,0.30408
40062,SCUBA-D,70,0.31596
40063,SCUBA-D,70,0.32205
40064,SCUBA-D,70,0.32215
40065,SCUBA-D,70,0.37726
40066,SCUBA-D,70,0.33381
40067,SCUBA-D,70,0.35338
40068,SCUBA-D,70,0.37266
40069,SCUBA-D,70,0.31117
40070,SCUBA-D,70,0.34257
40071,SCUBA-D,70,0.33173
40072,SCUBA-D,70,0.27779
40073,SCUBA-D,70,0.36651
40074,SCUBA-D,70,0.34744
40075,SCUBA-D,70,0.38573
40076,SCUBA-D,70,0.27399
40077,SCUBA-D,70,0.35494
40078,SCUBA-D,70,0.34627
40079,SCUBA-D,70,0.33645
40080,SCUBA-D,70,0.32472
40081,SCUBA-D,70,0.34671
40082,SCUBA-D,70,0.28602
40083,SCUBA-D,70,0.34295
40084,SCUBA-D,70,0.35098
40085,SCUBA-D,70,0.3718
40086,SCUBA-D,70,0.4253
40087,SCUBA-D,70,0.32824
40088,SCUBA-D,70,0.34073
40089,SCUBA-D,70,0.31846
40090,SCUBA-D,70,0.35798
40091,SCUBA-D,70,0.33816
40092,SCUBA-D,70,0.37116
40093,SCUBA-D,70,0.3487
40094,SCUBA-D,70,0.33891
40095,SCUBA-D,70,0.3781
40096,SCUBA-D,70,0.35315
40097,SCUBA-D,70,0.30059
40098,SCUBA-D,70,0.42209
40099,SCUBA-D,70,0.31227
40100,SCUBA-D,70,0.29045
40101,SCUBA-D,70,0.36381
40102,SCUBA-D,70,0.36173
40103,SCUBA-D,70,0.35956
40104,SCUBA-D,70,0.30963
40105,SCUBA-D,70,0.34419
40106,SCUBA-D,70,0.36214
40107,SCUBA-D,70,0.35486
40108,SCUBA-D,70,0.35707
40109,SCUBA-D,70,0.3565
40110,SCUBA-D,70,0.366
40111,SCUBA-D,70,0.37907
40112,SCUBA-D,70,0.39039
40113,SCUBA-D,70,0.30179
40114,SCUBA-D,70,0.33289
40115,SCUBA-D,70,0.38454
40116,SCUBA-D,70,0.31796
40117,SCUBA-D,70,0.38234
40118,SCUBA-D,70,0.32369
40119,SCUBA-D,70,0.35149
40120,SCUBA-D,70,0.29721
40121,SCUBA-D,70,0.34005
40122,SCUBA-D,70,0.38289
40123,SCUBA-D,70,0.35545
40124,SCUBA-D,70,0.27037
40125,SCUBA-D,70,0.28645
40126,SCUBA-D,70,0.36505
40127,SCUBA-D,70,0.24836
40128,SCUBA-D,70,0.35095
40129,SCUBA-D,70,0.42099
40130,SCUBA-D,70,0.42878
40131,SCUBA-D,70,0.36984
40132,SCUBA-D,70,0.38409
40133,SCUBA-D,70,0.35153
40134,SCUBA-D,70,0.36787
40135,SCUBA-D,70,0.36873
40136,SCUBA-D,70,0.40136
40137,SCUBA-D,70,0.32978
40138,SCUBA-D,70,0.35704
40139,SCUBA-D,70,0.35194
40140,SCUBA-D,70,0.3537
40141,SCUBA-D,70,0.34549
40142,SCUBA-D,70,0.34965
40143,SCUBA-D,70,0.32895
40144,SCUBA-D,70,0.28688
40145,SCUBA-D,70,0.34809
40146,SCUBA-D,70,0.31082
40147,SCUBA-D,70,0.34833
40148,SCUBA-D,70,0.29645
40149,SCUBA-D,70,0.3673
40150,SCUBA-D,70,0.34009
40151,SCUBA-D,70,0.31123
40152,SCUBA-D,70,0.41554
40153,SCUBA-D,70,0.42892
40154,SCUBA-D,70,0.34404
40155,SCUBA-D,70,0.34557
40156,SCUBA-D,70,0.26779
40157,SCUBA-D,70,0.33404
40158,SCUBA-D,70,0.35163
40159,SCUBA-D,70,0.33755
40160,SCUBA-D,70,0.29564
40161,SCUBA-D,70,0.35134
40162,SCUBA-D,70,0.3413
40163,SCUBA-D,70,0.34877
40164,SCUBA-D,70,0.38081
40165,SCUBA-D,70,0.35228
40166,SCUBA-D,70,0.35756
40167,SCUBA-D,70,0.39846
40168,SCUBA-D,70,0.30536
40169,SCUBA-D,70,0.38575
40170,SCUBA-D,70,0.30998
40171,SCUBA-D,70,0.37019
40172,SCUBA-D,70,0.36756
40173,SCUBA-D,70,0.38384
40174,SCUBA-D,70,0.35017
40175,SCUBA-D,70,0.33359
40176,SCUBA-D,70,0.36526
40177,SCUBA-D,70,0.37965
40178,SCUBA-D,70,0.34745
40179,SCUBA-D,70,0.43538
40180,SCUBA-D,70,0.76012
40181,SCUBA-D,70,0.34309
40182,SCUBA-D,70,0.50598
40183,SCUBA-D,70,0.72088
40184,SCUBA-D,70,0.44296
40185,SCUBA-D,70,0.60073
40186,SCUBA-D,70,0.50476
40187,SCUBA-D,70,0.52761
40188,SCUBA-D,70,0.58876
40189,SCUBA-D,70,0.48998
40190,SCUBA-D,70,0.57583
40191,SCUBA-D,70,0.47693
40192,SCUBA-D,70,0.26758
40193,SCUBA-D,70,0.52932
40194,SCUBA-D,70,0.38109
40195,SCUBA-D,70,0.5728
40196,SCUBA-D,70,0.6588
40197,SCUBA-D,70,0.51962
40198,SCUBA-D,70,0.45361
40199,SCUBA-D,70,0.57404
40200,SCUBA-D,70,0.61521
40201,SCUBA-D,70,0.60781
40202,SCUBA-D,70,0.67442
40203,SCUBA-D,70,0.49218
40204,SCUBA-D,70,0.7099
40205,SCUBA-D,70,0.31075
40206,SCUBA-D,70,0.35974
40207,SCUBA-D,70,0.50539
40208,SCUBA-D,70,0.42937
40209,SCUBA-D,70,0.37013
40210,SCUBA-D,70,0.65831
40211,SCUBA-D,70,0.32085
40212,SCUBA-D,70,0.4788
40213,SCUBA-D,70,0.48735
40214,SCUBA-D,70,0.30332
40215,SCUBA-D,70,0.67844
40216,SCUBA-D,70,0.60693
40217,SCUBA-D,70,0.48674
40218,SCUBA-D,70,0.53255
40219,SCUBA-D,70,0.65424
40220,SCUBA-D,70,0.21653
40221,SCUBA-D,70,0.5785
40222,SCUBA-D,70,0.51871
40223,SCUBA-D,70,0.37521
40224,SCUBA-D,70,0.55894
40225,SCUBA-D,70,0.50279
40226,SCUBA-D,70,0.65953
40227,SCUBA-D,70,0.52773
40228,SCUBA-D,70,0.7068
40229,SCUBA-D,70,0.56318
40230,SCUBA-D,70,0.48657
40231,SCUBA-D,70,0.58631
40232,SCUBA-D,70,0.53153
40233,SCUBA-D,70,0.49148
40234,SCUBA-D,70,0.51091
40235,SCUBA-D,70,0.52776
40236,SCUBA-D,70,0.28653
40237,SCUBA-D,70,0.35505
40238,SCUBA-D,70,0.76547
40239,SCUBA-D,70,0.66746
40240,SCUBA-D,70,0.58652
40241,SCUBA-D,70,0.28659
40242,SCUBA-D,70,0.58568
40243,SCUBA-D,70,0.62974
40244,SCUBA-D,70,0.70824
40245,SCUBA-D,70,0.3317
40246,SCUBA-D,70,0.3665
40247,SCUBA-D,70,0.64202
40248,SCUBA-D,70,0.62625
40249,SCUBA-D,70,0.39639
40250,SCUBA-D,70,0.45163
40251,SCUBA-D,70,0.53698
40252,SCUBA-D,70,0.63323
40253,SCUBA-D,70,0.3538
40254,SCUBA-D,70,0.54717
40255,SCUBA-D,70,0.38285
40256,SCUBA-D,70,0.54402
40257,SCUBA-D,70,0.54509
40258,SCUBA-D,70,0.55085
40259,SCUBA-D,70,0.4914
40260,SCUBA-D,70,0.47642
40261,SCUBA-D,70,0.28737
40262,SCUBA-D,70,0.60716
40263,SCUBA-D,70,0.49974
40264,SCUBA-D,70,0.3038
40265,SCUBA-D,70,0.50329
40266,SCUBA-D,70,0.62686
40267,SCUBA-D,70,0.58442
40268,SCUBA-D,70,0.47539
40269,SCUBA-D,70,0.61204
40270,SCUBA-D,70,0.64649
40271,SCUBA-D,70,0.26895
40272,SCUBA-D,70,0.36184
40273,SCUBA-D,70,0.43057
40274,SCUBA-D,70,0.42677
40275,SCUBA-D,70,0.41102
40276,SCUBA-D,70,0.41816
40277,SCUBA-D,70,0.44529
40278,SCUBA-D,70,0.41631
40279,SCUBA-D,70,0.37855
40280,SCUBA-D,70,0.41728
40281,SCUBA-D,70,0.29751
40282,SCUBA-D,70,0.34997
40283,SCUBA-D,70,0.62611
40284,SCUBA-D,70,0.30475
40285,SCUBA-D,70,0.36703
40286,SCUBA-D,70,0.47191
40287,SCUBA-D,70,0.42255
40288,SCUBA-D,70,0.41396
40289,SCUBA-D,70,0.34198
40290,SCUBA-D,70,0.44796
40291,SCUBA-D,70,0.45096
40292,SCUBA-D,70,0.41545
40293,SCUBA-D,70,0.43552
40294,SCUBA-D,70,0.40305
40295,SCUBA-D,70,0.40285
40296,SCUBA-D,70,0.41355
40297,SCUBA-D,70,0.40781
40298,SCUBA-D,70,0.46059
40299,SCUBA-D,70,0.42137
40300,SCUBA-D,70,0.47409
40301,SCUBA-D,70,0.30856
40302,SCUBA-D,70,0.41944
40303,SCUBA-D,70,0.37745
40304,SCUBA-D,70,0.4159
40305,SCUBA-D,70,0.32131
40306,SCUBA-D,70,0.31319
40307,SCUBA-D,70,0.4483
40308,SCUBA-D,70,0.41617
40309,SCUBA-D,70,0.31002
40310,SCUBA-D,70,0.36552
40311,SCUBA-D,70,0.40433
40312,SCUBA-D,70,0.26948
40313,SCUBA-D,70,0.43718
40314,SCUBA-D,70,0.43988
40315,SCUBA-D,70,0.42986
40316,SCUBA-D,70,0.40681
40317,SCUBA-D,70,0.47949
40318,SCUBA-D,70,0.4113
40319,SCUBA-D,70,0.39283
40320,SCUBA-D,70,0.40778
40321,SCUBA-D,70,0.36396
40322,SCUBA-D,70,0.38324
40323,SCUBA-D,70,0.40565
40324,SCUBA-D,70,0.38391
40325,SCUBA-D,70,0.44862
40326,SCUBA-D,70,0.42143
40327,SCUBA-D,70,0.42627
40328,SCUBA-D,70,0.30575
40329,SCUBA-D,70,0.37096
40330,SCUBA-D,70,0.41151
40331,SCUBA-D,70,0.39686
40332,SCUBA-D,70,0.40271
40333,SCUBA-D,70,0.31604
40334,SCUBA-D,70,0.41312
40335,SCUBA-D,70,0.39385
40336,SCUBA-D,70,0.3789
40337,SCUBA-D,70,0.30497
40338,SCUBA-D,70,0.50971
40339,SCUBA-D,70,0.42956
40340,SCUBA-D,70,0.40611
40341,SCUBA-D,70,0.31919
40342,SCUBA-D,70,0.41063
40343,SCUBA-D,70,0.45417
40344,SCUBA-D,70,0.4237
40345,SCUBA-D,70,0.39289
40346,SCUBA-D,70,0.42375
40347,SCUBA-D,70,0.43967
40348,SCUBA-D,70,0.40665
40349,SCUBA-D,70,0.44131
40350,SCUBA-D,70,0.41673
40351,SCUBA-D,70,0.35429
40352,SCUBA-D,70,0.47362
40353,SCUBA-D,70,0.33962
40354,SCUBA-D,70,0.46643
40355,SCUBA-D,70,0.32608
40356,SCUBA-D,70,0.33541
40357,SCUBA-D,70,0.35094
40358,SCUBA-D,70,0.4164
40359,SCUBA-D,70,0.4007
40360,SCUBA-D,70,0.39368
40361,SCUBA-D,70,0.41328
40362,SCUBA-D,70,0.44362
40363,SCUBA-D,70,0.36072
40364,SCUBA-D,70,0.32368
40365,SCUBA-D,70,0.56741
40366,SCUBA-D,70,0.66013
40367,SCUBA-D,70,0.48093
40368,SCUBA-D,70,0.49807
40369,SCUBA-D,70,0.50042
40370,SCUBA-D,70,0.42875
40371,SCUBA-D,70,0.54631
40372,SCUBA-D,70,0.41596
40373,SCUBA-D,70,0.56927
40374,SCUBA-D,70,0.42998
40375,SCUBA-D,70,0.28187
40376,SCUBA-D,70,0.52657
40377,SCUBA-D,70,0.36391
40378,SCUBA-D,70,0.56109
40379,SCUBA-D,70,0.59466
40380,SCUBA-D,70,0.5586
40381,SCUBA-D,70,0.4659
40382,SCUBA-D,70,0.6044
40383,SCUBA-D,70,0.64002
40384,SCUBA-D,70,0.60545
40385,SCUBA-D,70,0.66631
40386,SCUBA-D,70,0.45619
40387,SCUBA-D,70,0.6833
40388,SCUBA-D,70,0.3263
40389,SCUBA-D,70,0.3514
40390,SCUBA-D,70,0.44639
40391,SCUBA-D,70,0.42626
40392,SCUBA-D,70,0.34921
40393,SCUBA-D,70,0.66355
40394,SCUBA-D,70,0.32076
40395,SCUBA-D,70,0.44562
40396,SCUBA-D,70,0.48575
40397,SCUBA-D,70,0.29114
40398,SCUBA-D,70,0.61468
40399,SCUBA-D,70,0.60367
40400,SCUBA-D,70,0.48319
40401,SCUBA-D,70,0.55841
40402,SCUBA-D,70,0.65682
40403,SCUBA-D,70,0.21828
40404,SCUBA-D,70,0.55471
40405,SCUBA-D,70,0.57861
40406,SCUBA-D,70,0.36526
40407,SCUBA-D,70,0.59007
40408,SCUBA-D,70,0.43076
40409,SCUBA-D,70,0.74377
40410,SCUBA-D,70,0.57273
40411,SCUBA-D,70,0.6877
40412,SCUBA-D,70,0.49333
40413,SCUBA-D,70,0.47118
40414,SCUBA-D,70,0.65588
40415,SCUBA-D,70,0.48527
40416,SCUBA-D,70,0.47396
40417,SCUBA-D,70,0.46556
40418,SCUBA-D,70,0.631
40419,SCUBA-D,70,0.2975
40420,SCUBA-D,70,0.36035
40421,SCUBA-D,70,0.77422
40422,SCUBA-D,70,0.65488
40423,SCUBA-D,70,0.54793
40424,SCUBA-D,70,0.31485
40425,SCUBA-D,70,0.58851
40426,SCUBA-D,70,0.63989
40427,SCUBA-D,70,0.70163
40428,SCUBA-D,70,0.32073
40429,SCUBA-D,70,0.37808
40430,SCUBA-D,70,0.59255
40431,SCUBA-D,70,0.69849
40432,SCUBA-D,70,0.38413
40433,SCUBA-D,70,0.44118
40434,SCUBA-D,70,0.53388
40435,SCUBA-D,70,0.6457
40436,SCUBA-D,70,0.30007
40437,SCUBA-D,70,0.59938
40438,SCUBA-D,70,0.3291
40439,SCUBA-D,70,0.61092
40440,SCUBA-D,70,0.52081
40441,SCUBA-D,70,0.48701
40442,SCUBA-D,70,0.46663
40443,SCUBA-D,70,0.45757
40444,SCUBA-D,70,0.31134
40445,SCUBA-D,70,0.62027
40446,SCUBA-D,70,0.51112
40447,SCUBA-D,70,0.29816
40448,SCUBA-D,70,0.58864
40449,SCUBA-D,70,0.58615
40450,SCUBA-D,70,0.45726
40451,SCUBA-D,70,0.45994
40452,SCUBA-D,70,0.59309
40453,SCUBA-D,70,0.68631
40454,SCUBA-D,70,0.29794
40455,SCUBA-D,70,0.33838
40456,SCUBA-D,70,0.33418
40457,SCUBA-D,70,0.30672
40458,SCUBA-D,70,0.33593
40459,SCUBA-D,70,0.27188
40460,SCUBA-D,70,0.33203
40461,SCUBA-D,70,0.31743
40462,SCUBA-D,70,0.30287
40463,SCUBA-D,70,0.32058
40464,SCUBA-D,70,0.33187
40465,SCUBA-D,70,0.32171
40466,SCUBA-D,70,0.28905
40467,SCUBA-D,70,0.30838
40468,SCUBA-D,70,0.34747
40469,SCUBA-D,70,0.32497
40470,SCUBA-D,70,0.29161
40471,SCUBA-D,70,0.32552
40472,SCUBA-D,70,0.37572
40473,SCUBA-D,70,0.31448
40474,SCUBA-D,70,0.33898
40475,SCUBA-D,70,0.33867
40476,SCUBA-D,70,0.29316
40477,SCUBA-D,70,0.37232
40478,SCUBA-D,70,0.38911
40479,SCUBA-D,70,0.36054
40480,SCUBA-D,70,0.30746
40481,SCUBA-D,70,0.33634
40482,SCUBA-D,70,0.30989
40483,SCUBA-D,70,0.35087
40484,SCUBA-D,70,0.38426
40485,SCUBA-D,70,0.33671
40486,SCUBA-D,70,0.2489
40487,SCUBA-D,70,0.32515
40488,SCUBA-D,70,0.33377
40489,SCUBA-D,70,0.36752
40490,SCUBA-D,70,0.24725
40491,SCUBA-D,70,0.29649
40492,SCUBA-D,70,0.37027
40493,SCUBA-D,70,0.30457
40494,SCUBA-D,70,0.34604
40495,SCUBA-D,70,0.30927
40496,SCUBA-D,70,0.36574
40497,SCUBA-D,70,0.33
40498,SCUBA-D,70,0.34358
40499,SCUBA-D,70,0.35265
40500,SCUBA-D,70,0.30151
40501,SCUBA-D,70,0.3423
40502,SCUBA-D,70,0.3109
40503,SCUBA-D,70,0.33618
40504,SCUBA-D,70,0.3397
40505,SCUBA-D,70,0.32469
40506,SCUBA-D,70,0.35958
40507,SCUBA-D,70,0.31779
40508,SCUBA-D,70,0.38676
40509,SCUBA-D,70,0.39263
40510,SCUBA-D,70,0.35159
40511,SCUBA-D,70,0.33926
40512,SCUBA-D,70,0.30941
40513,SCUBA-D,70,0.29213
40514,SCUBA-D,70,0.27316
40515,SCUBA-D,70,0.34242
40516,SCUBA-D,70,0.3464
40517,SCUBA-D,70,0.33804
40518,SCUBA-D,70,0.28847
40519,SCUBA-D,70,0.39919
40520,SCUBA-D,70,0.30642
40521,SCUBA-D,70,0.32098
40522,SCUBA-D,70,0.31041
40523,SCUBA-D,70,0.33127
40524,SCUBA-D,70,0.30999
40525,SCUBA-D,70,0.36105
