,Methods,Protein length,tmscore
8359,PVQD,100,0.406
8360,PVQD,100,0.30821
8361,PVQD,100,0.33845
8362,PVQD,100,0.38448
8363,PVQD,100,0.35845
8364,PVQD,100,0.33797
8365,PVQD,100,0.36319
8366,PVQD,100,0.33371
8367,PVQD,100,0.27423
8368,PVQD,100,0.36386
8369,PVQD,100,0.28039
8370,PVQD,100,0.25936
8371,PVQD,100,0.29775
8372,PVQD,100,0.24644
8373,PVQD,100,0.23151
8374,PVQD,100,0.2654
8375,PVQD,100,0.50386
8376,PVQD,100,0.23283
8377,PVQD,100,0.25801
8378,PVQD,100,0.3157
8379,PVQD,100,0.2277
8380,PVQD,100,0.26136
8381,PVQD,100,0.38954
8382,PVQD,100,0.30465
8383,PVQD,100,0.23001
8384,PVQD,100,0.28302
8385,PVQD,100,0.27677
8386,PVQD,100,0.25648
8387,PVQD,100,0.31463
8388,PVQD,100,0.35155
8389,PVQD,100,0.31869
8390,PVQD,100,0.34265
8391,PVQD,100,0.33953
8392,PVQD,100,0.33595
8393,PVQD,100,0.3344
8394,PVQD,100,0.25323
8395,PVQD,100,0.32149
8396,PVQD,100,0.42889
8397,PVQD,100,0.41349
8398,PVQD,100,0.40923
8399,PVQD,100,0.44965
8400,PVQD,100,0.32192
8401,PVQD,100,0.32506
8402,PVQD,100,0.33834
8403,PVQD,100,0.38028
8404,PVQD,100,0.32901
8405,PVQD,100,0.25905
8406,PVQD,100,0.42338
8407,PVQD,100,0.31438
8408,PVQD,100,0.3307
8409,PVQD,100,0.29777
8410,PVQD,100,0.31923
8411,PVQD,100,0.3554
8412,PVQD,100,0.36844
8413,PVQD,100,0.39755
8414,PVQD,100,0.26995
8415,PVQD,100,0.67097
8416,PVQD,100,0.33717
8417,PVQD,100,0.37761
8418,PVQD,100,0.60668
8419,PVQD,100,0.5701
8420,PVQD,100,0.65524
8421,PVQD,100,0.36094
8422,PVQD,100,0.39171
8423,PVQD,100,0.23508
8424,PVQD,100,0.27745
8425,PVQD,100,0.36725
8426,PVQD,100,0.34753
8427,PVQD,100,0.17375
8428,PVQD,100,0.311
8429,PVQD,100,0.28693
8430,PVQD,100,0.40981
8431,PVQD,100,0.27579
8432,PVQD,100,0.37022
8433,PVQD,100,0.28054
8434,PVQD,100,0.3266
8435,PVQD,100,0.5775
8436,PVQD,100,0.32177
8437,PVQD,100,0.16482
8438,PVQD,100,0.31945
8439,PVQD,100,0.35077
8440,PVQD,100,0.37906
8441,PVQD,100,0.30973
8442,PVQD,100,0.32267
8443,PVQD,100,0.29365
8444,PVQD,100,0.27992
8445,PVQD,100,0.33931
8446,PVQD,100,0.60239
8447,PVQD,100,0.46346
8448,PVQD,100,0.40589
8449,PVQD,100,0.25084
8450,PVQD,100,0.3887
8451,PVQD,100,0.30194
8452,PVQD,100,0.34514
8453,PVQD,100,0.4022
8454,PVQD,100,0.23183
8455,PVQD,100,0.2949
8456,PVQD,100,0.29398
8457,PVQD,100,0.31236
8458,PVQD,100,0.51909
8459,PVQD,100,0.30713
8460,PVQD,100,0.33936
8461,PVQD,100,0.54159
8462,PVQD,100,0.60375
8463,PVQD,100,0.31986
8464,PVQD,100,0.28994
8465,PVQD,100,0.37197
8466,PVQD,100,0.32067
8467,PVQD,100,0.31758
8468,PVQD,100,0.31215
8469,PVQD,100,0.3578
8470,PVQD,100,0.35623
8471,PVQD,100,0.74146
8472,PVQD,100,0.62257
8473,PVQD,100,0.77622
8474,PVQD,100,0.38102
8475,PVQD,100,0.38769
8476,PVQD,100,0.28562
8477,PVQD,100,0.27845
8478,PVQD,100,0.32641
8479,PVQD,100,0.37297
8480,PVQD,100,0.20139
8481,PVQD,100,0.3264
8482,PVQD,100,0.28393
8483,PVQD,100,0.46906
8484,PVQD,100,0.27685
8485,PVQD,100,0.39627
8486,PVQD,100,0.29099
8487,PVQD,100,0.30698
8488,PVQD,100,0.58631
8489,PVQD,100,0.28579
8490,PVQD,100,0.20511
8491,PVQD,100,0.33846
8492,PVQD,100,0.37608
8493,PVQD,100,0.40618
8494,PVQD,100,0.32384
8495,PVQD,100,0.32444
8496,PVQD,100,0.30016
8497,PVQD,100,0.27674
8498,PVQD,100,0.31894
8499,PVQD,100,0.72088
8500,PVQD,100,0.55295
8501,PVQD,100,0.44429
8502,PVQD,100,0.28277
8503,PVQD,100,0.42337
8504,PVQD,100,0.32231
8505,PVQD,100,0.43699
8506,PVQD,100,0.36352
8507,PVQD,100,0.25978
8508,PVQD,100,0.3275
8509,PVQD,100,0.32646
8510,PVQD,100,0.35113
8511,PVQD,100,0.51972
8512,PVQD,100,0.29959
8513,PVQD,100,0.34332
8514,PVQD,100,0.55902
8515,PVQD,100,0.71664
8516,PVQD,100,0.28645
8517,PVQD,100,0.3013
8518,PVQD,100,0.40642
8519,PVQD,100,0.35676
8520,PVQD,100,0.35695
8521,PVQD,100,0.34439
8522,PVQD,100,0.40139
8523,PVQD,100,0.33792
8524,PVQD,100,0.3808
8525,PVQD,100,0.34709
8526,PVQD,100,0.29045
8527,PVQD,100,0.3165
8528,PVQD,100,0.29798
8529,PVQD,100,0.2584
8530,PVQD,100,0.25756
8531,PVQD,100,0.27297
8532,PVQD,100,0.25327
8533,PVQD,100,0.24223
8534,PVQD,100,0.39909
8535,PVQD,100,0.31734
8536,PVQD,100,0.28562
8537,PVQD,100,0.29063
8538,PVQD,100,0.24249
8539,PVQD,100,0.25649
8540,PVQD,100,0.31405
8541,PVQD,100,0.29833
8542,PVQD,100,0.25305
8543,PVQD,100,0.25307
8544,PVQD,100,0.25742
8545,PVQD,100,0.27121
8546,PVQD,100,0.28907
8547,PVQD,100,0.31792
8548,PVQD,100,0.33027
8549,PVQD,100,0.46921
8550,PVQD,100,0.33825
8551,PVQD,100,0.40709
8552,PVQD,100,0.38689
8553,PVQD,100,0.33297
8554,PVQD,100,0.34542
8555,PVQD,100,0.34441
8556,PVQD,100,0.57109
8557,PVQD,100,0.57058
8558,PVQD,100,0.5464
8559,PVQD,100,0.3357
8560,PVQD,100,0.30029
8561,PVQD,100,0.35053
8562,PVQD,100,0.36084
8563,PVQD,100,0.36403
8564,PVQD,100,0.32085
8565,PVQD,100,0.27828
8566,PVQD,100,0.3584
8567,PVQD,100,0.3243
8568,PVQD,100,0.2996
8569,PVQD,100,0.36027
8570,PVQD,100,0.40995
8571,PVQD,100,0.343
8572,PVQD,100,0.55173
8573,PVQD,100,0.23504
8574,PVQD,100,0.33172
8575,PVQD,100,0.37129
8576,PVQD,100,0.31804
8577,PVQD,100,0.33217
8578,PVQD,100,0.36121
8579,PVQD,100,0.35692
8580,PVQD,100,0.26179
8581,PVQD,100,0.3422
8582,PVQD,100,0.27708
8583,PVQD,100,0.22211
8584,PVQD,100,0.28549
8585,PVQD,100,0.31668
8586,PVQD,100,0.32324
8587,PVQD,100,0.2776
8588,PVQD,100,0.39538
8589,PVQD,100,0.26471
8590,PVQD,100,0.28186
8591,PVQD,100,0.34216
8592,PVQD,100,0.28118
8593,PVQD,100,0.22381
8594,PVQD,100,0.32556
8595,PVQD,100,0.33135
8596,PVQD,100,0.30642
8597,PVQD,100,0.33812
8598,PVQD,100,0.31747
8599,PVQD,100,0.28421
8600,PVQD,100,0.27395
8601,PVQD,100,0.40504
8602,PVQD,100,0.34245
8603,PVQD,100,0.34416
8604,PVQD,100,0.32762
8605,PVQD,100,0.35579
8606,PVQD,100,0.40164
8607,PVQD,100,0.32587
8608,PVQD,100,0.3745
8609,PVQD,100,0.42178
8610,PVQD,100,0.31547
8611,PVQD,100,0.42913
8612,PVQD,100,0.37082
8613,PVQD,100,0.36835
8614,PVQD,100,0.30761
8615,PVQD,100,0.28604
8616,PVQD,100,0.36544
8617,PVQD,100,0.37833
8618,PVQD,100,0.35979
8619,PVQD,100,0.26001
8620,PVQD,100,0.32115
8621,PVQD,100,0.41283
8622,PVQD,100,0.4297
8623,PVQD,100,0.37893
8624,PVQD,100,0.2779
8625,PVQD,100,0.55566
8626,PVQD,100,0.68049
8627,PVQD,100,0.35147
8628,PVQD,100,0.3847
8629,PVQD,100,0.26834
8630,PVQD,100,0.26634
8631,PVQD,100,0.36917
8632,PVQD,100,0.36818
8633,PVQD,100,0.18678
8634,PVQD,100,0.30022
8635,PVQD,100,0.25026
8636,PVQD,100,0.40366
8637,PVQD,100,0.29493
8638,PVQD,100,0.38149
8639,PVQD,100,0.2866
8640,PVQD,100,0.26663
8641,PVQD,100,0.53235
8642,PVQD,100,0.29123
8643,PVQD,100,0.18792
8644,PVQD,100,0.34362
8645,PVQD,100,0.38852
8646,PVQD,100,0.40092
8647,PVQD,100,0.35746
8648,PVQD,100,0.29771
8649,PVQD,100,0.2924
8650,PVQD,100,0.30619
8651,PVQD,100,0.32115
8652,PVQD,100,0.72631
8653,PVQD,100,0.52007
8654,PVQD,100,0.41837
8655,PVQD,100,0.25944
8656,PVQD,100,0.40497
8657,PVQD,100,0.33541
8658,PVQD,100,0.38275
8659,PVQD,100,0.37782
8660,PVQD,100,0.28289
8661,PVQD,100,0.32663
8662,PVQD,100,0.26664
8663,PVQD,100,0.3471
8664,PVQD,100,0.53282
8665,PVQD,100,0.29473
8666,PVQD,100,0.35231
8667,PVQD,100,0.56643
8668,PVQD,100,0.80617
8669,PVQD,100,0.27153
8670,PVQD,100,0.28476
8671,PVQD,100,0.41967
8672,PVQD,100,0.35056
8673,PVQD,100,0.36999
8674,PVQD,100,0.26991
8675,PVQD,100,0.61204
8676,PVQD,100,0.37405
8677,PVQD,100,0.37576
8678,PVQD,100,0.33572
8679,PVQD,100,0.2543
8680,PVQD,100,0.34347
8681,PVQD,100,0.34514
8682,PVQD,100,0.23583
8683,PVQD,100,0.28064
8684,PVQD,100,0.34249
8685,PVQD,100,0.38518
8686,PVQD,100,0.26477
8687,PVQD,100,0.36306
8688,PVQD,100,0.2703
8689,PVQD,100,0.29142
8690,PVQD,100,0.56997
8691,PVQD,100,0.25864
8692,PVQD,100,0.23609
8693,PVQD,100,0.31588
8694,PVQD,100,0.32309
8695,PVQD,100,0.3842
8696,PVQD,100,0.33045
8697,PVQD,100,0.32306
8698,PVQD,100,0.25873
8699,PVQD,100,0.34865
8700,PVQD,100,0.37585
8701,PVQD,100,0.63707
8702,PVQD,100,0.4325
8703,PVQD,100,0.37675
8704,PVQD,100,0.27125
8705,PVQD,100,0.46163
8706,PVQD,100,0.33791
8707,PVQD,100,0.37076
8708,PVQD,100,0.37495
8709,PVQD,100,0.32278
8710,PVQD,100,0.4011
8711,PVQD,100,0.35079
8712,PVQD,100,0.33929
8713,PVQD,100,0.52958
8714,PVQD,100,0.27301
8715,PVQD,100,0.36347
8716,PVQD,100,0.51518
8717,PVQD,100,0.64392
8718,PVQD,100,0.28005
8719,PVQD,100,0.27925
8720,PVQD,100,0.3849
8721,PVQD,100,0.39694
8722,PVQD,100,0.32669
8723,PVQD,100,0.28044
8724,PVQD,100,0.35033
8725,PVQD,100,0.38015
8726,PVQD,100,0.29087
8727,PVQD,100,0.28017
8728,PVQD,100,0.38695
8729,PVQD,100,0.36887
8730,PVQD,100,0.20087
8731,PVQD,100,0.3017
8732,PVQD,100,0.28332
8733,PVQD,100,0.44673
8734,PVQD,100,0.26383
8735,PVQD,100,0.41155
8736,PVQD,100,0.28858
8737,PVQD,100,0.32487
8738,PVQD,100,0.56634
8739,PVQD,100,0.32815
8740,PVQD,100,0.20026
8741,PVQD,100,0.34748
8742,PVQD,100,0.37192
8743,PVQD,100,0.40188
8744,PVQD,100,0.34616
8745,PVQD,100,0.31201
8746,PVQD,100,0.29251
8747,PVQD,100,0.28069
8748,PVQD,100,0.33102
8749,PVQD,100,0.71677
8750,PVQD,100,0.49934
8751,PVQD,100,0.44549
8752,PVQD,100,0.28101
8753,PVQD,100,0.43077
8754,PVQD,100,0.34019
8755,PVQD,100,0.41006
8756,PVQD,100,0.37721
8757,PVQD,100,0.27967
8758,PVQD,100,0.33042
8759,PVQD,100,0.32819
8760,PVQD,100,0.33456
8761,PVQD,100,0.56636
8762,PVQD,100,0.2475
8763,PVQD,100,0.33645
8764,PVQD,100,0.56617
8765,PVQD,100,0.69327
8766,PVQD,100,0.25687
8767,PVQD,100,0.27696
8768,PVQD,100,0.3951
8769,PVQD,100,0.32897
8770,PVQD,100,0.34983
8771,PVQD,100,0.3253
8772,PVQD,100,0.31905
8773,PVQD,100,0.23142
8774,PVQD,100,0.25482
8775,PVQD,100,0.34779
8776,PVQD,100,0.34665
8777,PVQD,100,0.18026
8778,PVQD,100,0.37836
8779,PVQD,100,0.22984
8780,PVQD,100,0.54056
8781,PVQD,100,0.32458
8782,PVQD,100,0.34081
8783,PVQD,100,0.35818
8784,PVQD,100,0.30927
8785,PVQD,100,0.33669
8786,PVQD,100,0.33733
8787,PVQD,100,0.16839
8788,PVQD,100,0.49923
8789,PVQD,100,0.37977
8790,PVQD,100,0.48788
8791,PVQD,100,0.35938
8792,PVQD,100,0.27914
8793,PVQD,100,0.28836
8794,PVQD,100,0.22705
8795,PVQD,100,0.21623
8796,PVQD,100,0.36319
8797,PVQD,100,0.35967
8798,PVQD,100,0.55335
8799,PVQD,100,0.28646
8800,PVQD,100,0.35505
8801,PVQD,100,0.29885
8802,PVQD,100,0.31264
8803,PVQD,100,0.33115
8804,PVQD,100,0.20782
8805,PVQD,100,0.19044
8806,PVQD,100,0.17933
8807,PVQD,100,0.25235
8808,PVQD,100,0.35095
8809,PVQD,100,0.32175
8810,PVQD,100,0.36682
8811,PVQD,100,0.40777
8812,PVQD,100,0.37626
8813,PVQD,100,0.29036
8814,PVQD,100,0.28946
8815,PVQD,100,0.34052
8816,PVQD,100,0.31083
8817,PVQD,100,0.28988
8818,PVQD,100,0.39471
8819,PVQD,100,0.30213
8820,PVQD,100,0.23592
8821,PVQD,100,0.28083
8822,PVQD,100,0.29626
8823,PVQD,100,0.16644
8824,PVQD,100,0.29992
8825,PVQD,100,0.38701
8826,PVQD,100,0.33441
8827,PVQD,100,0.24993
8828,PVQD,100,0.30483
8829,PVQD,100,0.2387
8830,PVQD,100,0.22027
8831,PVQD,100,0.43826
8832,PVQD,100,0.2532
8833,PVQD,100,0.16608
8834,PVQD,100,0.29661
8835,PVQD,100,0.27693
8836,PVQD,100,0.33143
8837,PVQD,100,0.26873
8838,PVQD,100,0.30346
8839,PVQD,100,0.24178
8840,PVQD,100,0.31437
8841,PVQD,100,0.32928
8842,PVQD,100,0.37861
8843,PVQD,100,0.39269
8844,PVQD,100,0.3289
8845,PVQD,100,0.33186
8846,PVQD,100,0.34998
8847,PVQD,100,0.30861
8848,PVQD,100,0.41807
8849,PVQD,100,0.31132
8850,PVQD,100,0.23164
8851,PVQD,100,0.30772
8852,PVQD,100,0.29944
8853,PVQD,100,0.3248
8854,PVQD,100,0.40409
8855,PVQD,100,0.23896
8856,PVQD,100,0.36266
8857,PVQD,100,0.4093
8858,PVQD,100,0.38481
8859,PVQD,100,0.28393
8860,PVQD,100,0.31403
8861,PVQD,100,0.43201
8862,PVQD,100,0.33968
8863,PVQD,100,0.3973
8864,PVQD,100,0.22624
8865,PVQD,100,0.20592
8866,PVQD,100,0.2229
8867,PVQD,100,0.25571
8868,PVQD,100,0.31273
8869,PVQD,100,0.24761
8870,PVQD,100,0.32953
8871,PVQD,100,0.2181
8872,PVQD,100,0.25775
8873,PVQD,100,0.28139
8874,PVQD,100,0.29253
8875,PVQD,100,0.22471
8876,PVQD,100,0.26197
8877,PVQD,100,0.24415
8878,PVQD,100,0.3098
8879,PVQD,100,0.23251
8880,PVQD,100,0.2099
8881,PVQD,100,0.21124
8882,PVQD,100,0.22105
8883,PVQD,100,0.23556
8884,PVQD,100,0.28633
8885,PVQD,100,0.34033
8886,PVQD,100,0.63797
8887,PVQD,100,0.30756
8888,PVQD,100,0.27196
8889,PVQD,100,0.20622
8890,PVQD,100,0.3017
8891,PVQD,100,0.29162
8892,PVQD,100,0.37949
8893,PVQD,100,0.33622
8894,PVQD,100,0.37275
8895,PVQD,100,0.33967
8896,PVQD,100,0.55266
8897,PVQD,100,0.58014
8898,PVQD,100,0.32328
8899,PVQD,100,0.26589
8900,PVQD,100,0.22436
8901,PVQD,100,0.28362
8902,PVQD,100,0.23598
8903,PVQD,100,0.28781
8904,PVQD,100,0.25584
8905,PVQD,100,0.28008
8906,PVQD,100,0.30506
8907,PVQD,100,0.32959
8908,PVQD,100,0.32649
8909,PVQD,100,0.27659
8910,PVQD,100,0.28747
8911,PVQD,100,0.2414
8912,PVQD,100,0.16911
8913,PVQD,100,0.29207
8914,PVQD,100,0.24704
8915,PVQD,100,0.26718
8916,PVQD,100,0.27552
8917,PVQD,100,0.26291
8918,PVQD,100,0.24691
8919,PVQD,100,0.32046
8920,PVQD,100,0.29072
8921,PVQD,100,0.31263
8922,PVQD,100,0.16186
8923,PVQD,100,0.28573
8924,PVQD,100,0.24151
8925,PVQD,100,0.30837
8926,PVQD,100,0.23674
8927,PVQD,100,0.27993
8928,PVQD,100,0.28113
8929,PVQD,100,0.23756
8930,PVQD,100,0.22486
8931,PVQD,100,0.25942
8932,PVQD,100,0.27962
8933,PVQD,100,0.28785
8934,PVQD,100,0.4154
8935,PVQD,100,0.26668
8936,PVQD,100,0.27163
8937,PVQD,100,0.31145
8938,PVQD,100,0.27488
8939,PVQD,100,0.19975
8940,PVQD,100,0.20268
8941,PVQD,100,0.21232
8942,PVQD,100,0.28101
8943,PVQD,100,0.22758
8944,PVQD,100,0.27619
8945,PVQD,100,0.30906
8946,PVQD,100,0.29986
8947,PVQD,100,0.27311
8948,PVQD,100,0.29806
8949,PVQD,100,0.42187
8950,PVQD,100,0.2945
8951,PVQD,100,0.2695
8952,PVQD,100,0.29734
8953,PVQD,100,0.3018
8954,PVQD,100,0.32401
8955,PVQD,100,0.16041
8956,PVQD,100,0.36453
8957,PVQD,100,0.25827
8958,PVQD,100,0.3833
8959,PVQD,100,0.31986
8960,PVQD,100,0.39631
8961,PVQD,100,0.29415
8962,PVQD,100,0.46978
8963,PVQD,100,0.35532
8964,PVQD,100,0.30498
8965,PVQD,100,0.16293
8966,PVQD,100,0.33085
8967,PVQD,100,0.31325
8968,PVQD,100,0.44697
8969,PVQD,100,0.30072
8970,PVQD,100,0.31874
8971,PVQD,100,0.38582
8972,PVQD,100,0.23148
8973,PVQD,100,0.22047
8974,PVQD,100,0.37558
8975,PVQD,100,0.45503
8976,PVQD,100,0.41161
8977,PVQD,100,0.33308
8978,PVQD,100,0.40875
8979,PVQD,100,0.28322
8980,PVQD,100,0.33704
8981,PVQD,100,0.29495
8982,PVQD,100,0.21036
8983,PVQD,100,0.2237
8984,PVQD,100,0.23725
8985,PVQD,100,0.30574
8986,PVQD,100,0.33926
8987,PVQD,100,0.4407
8988,PVQD,100,0.3954
8989,PVQD,100,0.33389
8990,PVQD,100,0.38003
8991,PVQD,100,0.32959
8992,PVQD,100,0.35111
8993,PVQD,100,0.33383
8994,PVQD,100,0.3987
8995,PVQD,100,0.31909
8996,PVQD,100,0.50277
8997,PVQD,100,0.1616
8998,PVQD,100,0.29796
8999,PVQD,100,0.27138
9000,PVQD,100,0.41649
9001,PVQD,100,0.20606
9002,PVQD,100,0.26349
9003,PVQD,100,0.26345
9004,PVQD,100,0.2969
9005,PVQD,100,0.37562
9006,PVQD,100,0.31652
9007,PVQD,100,0.16004
9008,PVQD,100,0.35565
9009,PVQD,100,0.49543
9010,PVQD,100,0.33792
9011,PVQD,100,0.48057
9012,PVQD,100,0.25798
9013,PVQD,100,0.27616
9014,PVQD,100,0.20927
9015,PVQD,100,0.25739
9016,PVQD,100,0.37346
9017,PVQD,100,0.35713
9018,PVQD,100,0.43227
9019,PVQD,100,0.26503
9020,PVQD,100,0.28036
9021,PVQD,100,0.24124
9022,PVQD,100,0.28834
9023,PVQD,100,0.28136
9024,PVQD,100,0.20563
9025,PVQD,100,0.2798
9026,PVQD,100,0.22983
9027,PVQD,100,0.27976
9028,PVQD,100,0.38247
9029,PVQD,100,0.29393
9030,PVQD,100,0.3274
9031,PVQD,100,0.32864
9032,PVQD,100,0.35378
9033,PVQD,100,0.32935
9034,PVQD,100,0.27089
9035,PVQD,100,0.30667
9036,PVQD,100,0.29257
9037,PVQD,100,0.26683
9038,PVQD,100,0.25656
9039,PVQD,100,0.14762
9040,PVQD,100,0.28876
9041,PVQD,100,0.13108
9042,PVQD,100,0.20681
9043,PVQD,100,0.18897
9044,PVQD,100,0.3564
9045,PVQD,100,0.12253
9046,PVQD,100,0.16499
9047,PVQD,100,0.17852
9048,PVQD,100,0.85417
9049,PVQD,100,0.19894
9050,PVQD,100,0.11973
9051,PVQD,100,0.11992
9052,PVQD,100,0.11417
9053,PVQD,100,0.1663
9054,PVQD,100,0.18936
9055,PVQD,100,0.30382
9056,PVQD,100,0.33215
9057,PVQD,100,0.23179
9058,PVQD,100,0.2279
9059,PVQD,100,0.13772
9060,PVQD,100,0.21693
9061,PVQD,100,0.24127
9062,PVQD,100,0.37769
9063,PVQD,100,0.25552
9064,PVQD,100,0.2646
9065,PVQD,100,0.50187
9066,PVQD,100,0.3401
9067,PVQD,100,0.30386
9068,PVQD,100,0.20848
9069,PVQD,100,0.18975
9070,PVQD,100,0.12778
9071,PVQD,100,0.18144
9072,PVQD,100,0.16894
9073,PVQD,100,0.20305
9074,PVQD,100,0.13648
9075,PVQD,100,0.21702
9076,PVQD,100,0.19721
9077,PVQD,100,0.20372
9078,PVQD,100,0.27338
9079,PVQD,100,0.13954
9080,PVQD,100,0.24864
9081,PVQD,100,0.34248
9082,PVQD,100,0.27078
9083,PVQD,100,0.28937
9084,PVQD,100,0.26805
9085,PVQD,100,0.29723
9086,PVQD,100,0.28744
9087,PVQD,100,0.33961
9088,PVQD,100,0.14194
9089,PVQD,100,0.36843
9090,PVQD,100,0.2327
9091,PVQD,100,0.40893
9092,PVQD,100,0.2663
9093,PVQD,100,0.31895
9094,PVQD,100,0.33504
9095,PVQD,100,0.22755
9096,PVQD,100,0.2455
9097,PVQD,100,0.30964
9098,PVQD,100,0.29591
9099,PVQD,100,0.34928
9100,PVQD,100,0.22469
9101,PVQD,100,0.34351
9102,PVQD,100,0.25925
9103,PVQD,100,0.30578
9104,PVQD,100,0.27607
9105,PVQD,100,0.1976
9106,PVQD,100,0.24717
9107,PVQD,100,0.24946
9108,PVQD,100,0.35083
9109,PVQD,100,0.3435
9110,PVQD,100,0.29064
9111,PVQD,100,0.31577
9112,PVQD,100,0.30879
9113,PVQD,100,0.30819
9114,PVQD,100,0.29302
9115,PVQD,100,0.24437
9116,PVQD,100,0.30289
9117,PVQD,100,0.3505
9118,PVQD,100,0.29873
9119,PVQD,100,0.36912
9120,PVQD,100,0.25129
9121,PVQD,100,0.24043
9122,PVQD,100,0.30053
9123,PVQD,100,0.27142
9124,PVQD,100,0.23137
9125,PVQD,100,0.36354
9126,PVQD,100,0.24483
9127,PVQD,100,0.28689
9128,PVQD,100,0.23622
9129,PVQD,100,0.30364
9130,PVQD,100,0.22445
9131,PVQD,100,0.30597
9132,PVQD,100,0.31098
9133,PVQD,100,0.30119
9134,PVQD,100,0.37466
9135,PVQD,100,0.3909
9136,PVQD,100,0.31625
9137,PVQD,100,0.35159
9138,PVQD,100,0.24372
9139,PVQD,100,0.2994
9140,PVQD,100,0.3871
9141,PVQD,100,0.35993
9142,PVQD,100,0.3694
9143,PVQD,100,0.33942
9144,PVQD,100,0.32565
9145,PVQD,100,0.41395
9146,PVQD,100,0.38996
9147,PVQD,100,0.33693
9148,PVQD,100,0.30058
9149,PVQD,100,0.24439
9150,PVQD,100,0.39694
9151,PVQD,100,0.28934
9152,PVQD,100,0.30794
9153,PVQD,100,0.209
9154,PVQD,100,0.30642
9155,PVQD,100,0.38169
9156,PVQD,100,0.27208
9157,PVQD,100,0.36688
9158,PVQD,100,0.23301
9159,PVQD,100,0.36024
9160,PVQD,100,0.32652
9161,PVQD,100,0.33974
9162,PVQD,100,0.32549
9163,PVQD,100,0.39898
9164,PVQD,100,0.32619
9165,PVQD,100,0.12673
9166,PVQD,100,0.45311
9167,PVQD,100,0.35704
9168,PVQD,100,0.47293
9169,PVQD,100,0.32472
9170,PVQD,100,0.26873
9171,PVQD,100,0.28747
9172,PVQD,100,0.23525
9173,PVQD,100,0.22543
9174,PVQD,100,0.40499
9175,PVQD,100,0.3855
9176,PVQD,100,0.92228
9177,PVQD,100,0.28562
9178,PVQD,100,0.39164
9179,PVQD,100,0.26232
9180,PVQD,100,0.29214
9181,PVQD,100,0.36355
9182,PVQD,100,0.2209
9183,PVQD,100,0.23423
9184,PVQD,100,0.21964
9185,PVQD,100,0.24833
9186,PVQD,100,0.3419
9187,PVQD,100,0.28986
9188,PVQD,100,0.30549
9189,PVQD,100,0.50131
9190,PVQD,100,0.41956
9191,PVQD,100,0.2944
9192,PVQD,100,0.2927
9193,PVQD,100,0.32985
9194,PVQD,100,0.33304
9195,PVQD,100,0.27653
9196,PVQD,100,0.32594
9197,PVQD,100,0.27642
9198,PVQD,100,0.29657
9199,PVQD,100,0.31866
9200,PVQD,100,0.22481
9201,PVQD,100,0.21907
9202,PVQD,100,0.21116
9203,PVQD,100,0.27007
9204,PVQD,100,0.28106
9205,PVQD,100,0.30705
9206,PVQD,100,0.26267
9207,PVQD,100,0.23434
9208,PVQD,100,0.31432
9209,PVQD,100,0.26243
9210,PVQD,100,0.23692
9211,PVQD,100,0.28221
9212,PVQD,100,0.35159
9213,PVQD,100,0.35774
9214,PVQD,100,0.28339
9215,PVQD,100,0.26312
9216,PVQD,100,0.27096
9217,PVQD,100,0.2371
9218,PVQD,100,0.25145
9219,PVQD,100,0.25388
9220,PVQD,100,0.25728
9221,PVQD,100,0.26407
9222,PVQD,100,0.27747
9223,PVQD,100,0.25778
9224,PVQD,100,0.28977
9225,PVQD,100,0.30242
9226,PVQD,100,0.28878
9227,PVQD,100,0.2973
9228,PVQD,100,0.26597
9229,PVQD,100,0.30454
9230,PVQD,100,0.24318
9231,PVQD,100,0.2603
9232,PVQD,100,0.22238
9233,PVQD,100,0.35509
9234,PVQD,100,0.26731
9235,PVQD,100,0.32747
9236,PVQD,100,0.37951
9237,PVQD,100,0.34518
9238,PVQD,100,0.18412
9239,PVQD,100,0.3187
9240,PVQD,100,0.28652
9241,PVQD,100,0.32328
9242,PVQD,100,0.2563
9243,PVQD,100,0.27976
9244,PVQD,100,0.28615
9245,PVQD,100,0.26295
9246,PVQD,100,0.2811
9247,PVQD,100,0.39993
9248,PVQD,100,0.33394
9249,PVQD,100,0.35176
9250,PVQD,100,0.31347
9251,PVQD,100,0.33582
9252,PVQD,100,0.29812
9253,PVQD,100,0.29483
9254,PVQD,100,0.34304
9255,PVQD,100,0.22805
9256,PVQD,100,0.28255
9257,PVQD,100,0.238
9258,PVQD,100,0.2983
9259,PVQD,100,0.34562
9260,PVQD,100,0.36659
9261,PVQD,100,0.4373
9262,PVQD,100,0.35861
9263,PVQD,100,0.39162
9264,PVQD,100,0.29636
9265,PVQD,100,0.2846
9266,PVQD,100,0.2729
9267,PVQD,100,0.30965
9268,PVQD,100,0.25406
9269,PVQD,100,0.34857
9270,PVQD,100,0.26263
9271,PVQD,100,0.26502
9272,PVQD,100,0.24443
9273,PVQD,100,0.35496
9274,PVQD,100,0.27334
9275,PVQD,100,0.26709
9276,PVQD,100,0.28784
9277,PVQD,100,0.22749
9278,PVQD,100,0.24335
9279,PVQD,100,0.25052
9280,PVQD,100,0.28998
9281,PVQD,100,0.30128
9282,PVQD,100,0.27889
9283,PVQD,100,0.32138
9284,PVQD,100,0.34567
9285,PVQD,100,0.24336
9286,PVQD,100,0.24352
9287,PVQD,100,0.33967
9288,PVQD,100,0.26297
9289,PVQD,100,0.24864
9290,PVQD,100,0.34487
